name,n_days,cagr,ann_return,ann_vol,sharpe,max_drawdown,avg_turnover
strategy_minvar,2053,0.10423694441748577,0.10483354922306208,0.10637561899203771,0.799338651550361,-0.20198083168065573,0.060256301315043725
static_minvar,1993,0.06408569436469191,0.06852440887451626,0.11312323155681255,0.43068963663680343,-0.2819425385162405,0.0
equal_weight,2053,0.149782899538921,0.15360205273270378,0.16716676394804741,0.8003902461984274,-0.2681879557018205,0.0
buy_hold_spy,2053,0.12666284081077284,0.13813944236989648,0.19393537798707708,0.6101828259393195,-0.33717271363429924,0.0
